FIELD_ID1_Label	FIELD_ID1_CAMPAIGN	LOCATION1_REGION	AGRICULTURE1_SOIL_MANAGMENT	AGRICULTURE1_CROP	AGRICULTURE1_AGRI_TYPE	FIELD_SUB_ID1_SEASON	PLOT_ID_SEASONAL1_Label	BIOAGRESSORS_LAB1_PLANT_DEVELOPMENT_STAGE	BIOAGRESSORS_LAB1_OVERALL_FOLIAR_PARASITISM	BIOAGRESSORS_LAB1_OVERALL_FOLIAR_PHYTOPHAGY	BIOAGRESSORS_LAB1_PLANT	BIOAGRESSORS_LAB1_MYCOSPHAERELLA_GRAMINICOLA	BIOAGRESSORS_LAB1_DELIA_RADICUM	BIOAGRESSORS_LAB82_NUMBER_OF_STEMS	BIOAGRESSORS_LAB1_PLASMODIOPHORA_BRASSICAE	BIOAGRESSORS_LAB82_NUMBER_OF_STEMS_PER_PLANT	BIOAGRESSORS_LAB1_FUSARIUM_GRAMINEARUM	BIOAGRESSORS_LAB1_PYRENOPEZZIZA_BRASSICAE	BIOAGRESSORS_LAB1_PUCCINIA_RECONDITA	BIOAGRESSORS_LAB82_NUMBER_OF_LIVING_LEAVES	BIOAGRESSORS_LAB82_PLANT_HEIGHT	BIOAGRESSORS_LAB1_SCAPTOMYZA_FLAVA
AF005-Bn-Y1	Y1	WEST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF005-Bn-Y1-S2-PB	D2			P5		0	1	0			0		20	24	0
AF005-Bn-Y1	Y1	WEST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF005-Bn-Y1-S2-PC	D2			P1		0	1	1			0		18	26	0
AF005-Bn-Y1	Y1	WEST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF005-Bn-Y1-S2-PC	D2			P2		0	1	0			0		19	11	0
AF005-Bn-Y1	Y1	WEST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF005-Bn-Y1-S2-PC	D2			P3		0	1	0			0		19	29	0
AF005-Bn-Y1	Y1	WEST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF005-Bn-Y1-S2-PC	D2			P4		0	1	0			0		16	24	0
AF005-Bn-Y1	Y1	WEST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF005-Bn-Y1-S2-PC	D2			P5		0	1	0			0		18	24	0
AF005-Bn-Y1	Y1	WEST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF005-Bn-Y1-S2-PD	D2			P1		1	1	0			0		20	23	0
AF005-Bn-Y1	Y1	WEST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF005-Bn-Y1-S2-PD	D2			P2		0	1	0			0		21	26	0
AF005-Bn-Y1	Y1	WEST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF005-Bn-Y1-S2-PD	D2			P3		0	1	0			0		18	14	0
AF005-Bn-Y1	Y1	WEST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF005-Bn-Y1-S2-PD	D2			P4		0	1	0			0		19	26	0
AF005-Bn-Y1	Y1	WEST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF005-Bn-Y1-S2-PD	D2			P5		0	1	0			0		21	30	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PA	D2			P1		0	1	0			0		18	21	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PA	D2			P2		0	1	0			0		17	14	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PA	D2			P3		0	1	0			0		13	15	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PA	D2			P4		0	1	0			0		19	19	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PA	D2			P5		0	1	0			0		19	19	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PB	D2			P1		0	1	0			0		16	20	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PB	D2			P2		0	2	0			0		17	15	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PB	D2			P3		0	1	0			0		18	19	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PB	D2			P4		0	1	0			0		16	17	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PB	D2			P5		0	1	0			0		30	22	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PC	D2			P1		0	1	0			0		17	15	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PC	D2			P2		0	1	0			0		22	22	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PC	D2			P3		0	1	0			0		18	18	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PC	D2			P4		0	1	0			0		18	15	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PC	D2			P5		0	1	0			0		20	20	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PD	D2			P1		0	1	0			0		18	23	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PD	D2			P2		0	1	0			0		20	18	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PD	D2			P3		0	1	0			0		20	19	0
AF016-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF016-Bn-Y1-S2-PD	D2			P4		0	1	0			0		22	18	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PA	D2			P1		0	1	0			0		11	13	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PA	D2			P2		0	1	0			0		15	15	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PA	D2			P3		0	1	0			0		13	13	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PA	D2			P4		0	1	0			0		12	10	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PA	D2			P5		0	1	0			0		17	14	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PB	D2			P1		1	1	0			0		10	8	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PB	D2			P2		1	1	0			0		13	10	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PB	D2			P3		0	1	0			0		12	9	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PB	D2			P4		0	1	0			0		11	10	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PB	D2			P5		0	1	0			0		16	14	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PC	D2			P1		1	1	0			0		13	10	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PC	D2			P2		1	1	0			0		18	14	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PC	D2			P3		1	1	0			0		14	11	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PC	D2			P4		1	1	0			0		15	13	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PC	D2			P5		1	1	0			0		18	11	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PD	D2			P1		0	1	0			0		13	12	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PD	D2			P2		0	1	0			0		13	13	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PD	D2			P3		0	1	0			0		14	8	0
AF017-Bn-Y1	Y1	EAST	PLOUGHING	Bn	CONVENTIONAL	S2	AF017-Bn-Y1-S2-PD	D2			P4		0	1	0			0		13	10	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PA	D1			P1		1	1	0			0		13	6	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PA	D1			P2		1	1	0			0		14	6	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PA	D1			P3		0	1	0			0		10	6	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PA	D1			P4		0	1	0			0		13	6	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PA	D1			P5		0	1	0			0		14	6	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PB	D2			P1		1	1	0			0		12	8	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PB	D2			P2		0	1	0			0		13	12	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PB	D2			P3		0	1	0			0		17	8	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PB	D2			P4		0	1	0			0		18	14	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PB	D2			P5		0	1	0			0		19	17	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PC	D2			P1		0	1	0			0		16	10	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PC	D1			P2		0	1	0			0		10	5	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PC	D1			P3		0	1	0			0		13	5	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PC	D2			P4		0	1	0			0		15	8	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PC	D1			P5		0	1	0			0		11	5	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PD	D2			P1		1	1	0			0		14	9	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PD	D2			P2		0	1	0			0		16	8	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PD	D1			P3		0	1	0			0		13	5	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PD	D2			P4		0	1	0			0		15	8	0
AF020-Bn-Y1	Y1	EAST	DIRECT_DRILLING	Bn	CONVENTIONAL	S2	AF020-Bn-Y1-S2-PD	D1			P5		0	1	0			0		12	5	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PA	D2			P1		1	1	0			0		18	9	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PA	D2			P2		1	1	0			0		19	18	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PA	D2			P3		1	1	0			0		18	8	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PA	D2			P4		0	1	0			0		25	16	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PA	D2			P5		0	1	0			0		12	19	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PB	D2			P1		1	1	0			0		29	40	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PB	D2			P2		1	1	0			0		17	23	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PB	D2			P3		1	1	0			0		17	10	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PB	D2			P4		0	1	0			0		14	15	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PB	D2			P5		0	1	0			0		17	18	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PC	D2			P1		1	1	0			0		17	35	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PC	D2			P2		1	1	0			0		25	13	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PC	D2			P3		0	1	0			0		17	9	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PC	D2			P4		0	1	0			0		14	24	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PC	D2			P5		0	1	0			0		20	17	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PD	D2			P1		1	1	0			0		13	26	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PD	D2			P2		0	1	0			0		14	10	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PD	D2			P3		0	1	0			0		25	16	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PD	D2			P4		0	1	0			0		15	11	0
AF003-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF003-Bn-Y1-S2-PD	D2			P5		0	1	0			0		16	8	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PA	D2			P1		0	1	0			0		19	29	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PA	D2			P2		0	1	0			0		20	25	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PA	D2			P3		0	1	0			0		22	29	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PA	D2			P4		0	1	0			0		16	23	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PA	D2			P5		0	1	0			0		20	44	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PB	D2			P1		0	1	0			0		18	24	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PB	D2			P2		0	1	0			0		20	23	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PB	D2			P3		0	1	0			0		17	35	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PB	D2			P4		0	1	0			0		14	32	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PB	D2			P5		0	1	0			0		19	28	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PC	D2			P1		0	1	0			0		20	35	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PC	D2			P2		0	1	0			0		15	22	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PC	D2			P3		0	1	0			0		21	31	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PC	D2			P4		0	1	0			0		17	37	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PC	D2			P5		0	1	0			0		16	36	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PD	D2			P1		1	1	0			0		12	24	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PD	D2			P2		1	1	0			0		15	22	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PD	D2			P3		0	1	0			0		13	28	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PD	D2			P4		0	1	0			0		19	31	0
AF004-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF004-Bn-Y1-S2-PD	D2			P5		0	1	0			0		16	29	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PA	D2			P1		0	1	0			0		11	12	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PA	D2			P2		0	1	0			0		12	25	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PA	D2			P3		0	1	0			0		14	25	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PA	D2			P4		0	1	0			0		8	24	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PA	D2			P5		0	1	0			0		10	26	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PB	D2			P1		0	1	0			0		8	20	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PB	D2			P2		0	1	0			0		18	55	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PB	D2			P3		0	1	0			0		32	60	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PB	D2			P4		0	1	0			0		11	11	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PB	D2			P5		0	1	0			0		15	10	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PC	D2			P1		0	1	0			0		13	16	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PC	D2			P2		0	1	0			0		18	40	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PC	D2			P3		0	1	0			0		15	29	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PC	D2			P4		0	1	0			0		20	32	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PC	D2			P5		0	1	0			0		20	28	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PD	D2			P1		0	1	0			0		14	60	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PD	D2			P2		0	1	0			0		17	50	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PD	D2			P3		0	1	0			0		11	31	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PD	D2			P4		0	1	0			0		16	41	0
AF006-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF006-Bn-Y1-S2-PD	D2			P5		0	1	0			0		18	28	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PA	D2			P1		0	1	1			0		13	12	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PA	D2			P2		0	1	1			0		12	12	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PA	D2			P3		0	1	1			0		15	12	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PA	D2			P4		0	1	0			0		10	16	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PA	D2			P5		0	1	0			0		13	16	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PB	D2			P1		0	1	0			0		9	18	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PB	D2			P2		0	1	0			0		14	21	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PB	D2			P3		0	1	0			0		15	9	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PB	D2			P4		0	1	0			0		11	13	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PB	D2			P5		0	1	0			0		31	4	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PC	D2			P1		0	1	1			0		18	28	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PC	D2			P2		0	1	1			0		9	14	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PC	D2			P3		0	1	1			0		14	16	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PC	D2			P4		0	1	0			0		13	9	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PC	D2			P5		0	1	0			0		31	23	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PD	D2			P1		0	1	1			0		13	21	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PD	D2			P2		0	1	1			0		11	15	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PD	D2			P3		0	1	1			0		14	20	0
AF007-Bn-Y1	Y1	WEST		Bn	CONVENTIONAL	S2	AF007-Bn-Y1-S2-PD	D2			P4		0	1	0			0		8	17	0
